Category,Title,Snippet
Music,Mariah Carey v Wham! +AOIAgACT who should finally get their festive No 1?,Story of the song All I Want for Christmas Is You Mariah Carey+AOIAgACZ-s 1994 hit sounds as if it was blessed with the twinkling stardust that seems to be fal +ICY
Music,Songs for Europe: what music did Bowie and Iggy listen to in 1970s Berlin?,"David Bowie once described his 1970s Berlin trilogy +AOIAgACT Low, +AOIAgACc-Heroes+AOIAgACd and Lodger +AOIAgACT as containing +AOIAgACc-a sense of yearning for a future that we all knew woul +ICY"
Books,+AMMAiQ-douard Louis +AOIAgACY-in very bad way+AOIAgACZ after man accused of his rape has charge dropped,"Friends of French writer +AMMAiQ-douard Louis say he is in a +AOIAgACc-very bad way+AOIAgACd after the man he accused of raping him eight years ago, the subject of his bestse +ICY"
UK-News,Four navy ships to help protect fishing waters in case of no-deal Brexit,"Four Royal Navy patrol ships will be ready from 1 January to help the UK protect its fishing waters in the event of a no-deal Brexit, in a deployment +ICY"
Music,Mariah Carey's All I Want for Christmas Is You reaches UK No 1 after 26 years,"Mariah Carey has finally topped the UK charts with her widely beloved festive hit All I Want for Christmas Is You, 26 years after it was first release +ICY"
Music,"FKA twigs sues Shia LaBeouf for physical, mental and emotional abuse","The musician FKA twigs (real name Tahliah Debrett Barnett) is suing the actor Shia LaBeouf for allegedly subjecting her to physical, emotional and men +ICY"
Books,The Last Good Man by Thomas McMullan review +AOIAgACT a viciously captivating debut,"This is a dark, compelling novel about the only two things humans really have to fear: each other, and being alone. We are apex predators: if another +ICY"
Books,"Being followed by the police at 2am, I've never felt so afraid","At about 2am on Monday morning, I was driving. My car is a very unexciting and reliable one that gets me from A to B. I had my hood up for the 10-minu +ICY"
Books,Famous first words: how celebrities made their way on to children's bookshelves,"What do David Walliams, Lil Nas X, Ricky Gervais, Dermot O+AOIAgACZ-Leary, Geri Halliwell, Bruce Springsteen, Miranda Hart, Greg James, Chris Hoy, Frank Lampar +ICY"
Books,Need help this Christmas? Six children's authors kids will love,"If you are a parent, you may remember Roald Dahl, Joan Aiken and Terry Pratchett; their heirs include Anthony Horowitz (Alex Rider, the Diamond Brothe +ICY"
UK-News,Should London be in tier 3? Politicians face Covid rules dilemma,"Even in a political year of hugely difficult decisions, the one looming next week looks particularly tricky +AOIAgACT and risks dividing the government: wheth +ICY"
Books,Jenny Erpenbeck: +AOIAgACY-My experience of East Germany is changed by every book I read+AOIAgACZ,The writing of Jenny Erpenbeck has a tendency to sneak up on you rather than trumpet its arrival. The first page of her new book Not a Novel starts wi +ICY
Music,"Classical home listening: lockdown discs from Igor Levit, Daumants Liepi+AMUAhgDFAKE and Bayreuth","+AOIAgACi Every recording from Igor Levit, the Russian-born, Berlin-based pianist, is an event (in fact this +AOIAgACc-event+AOIAgACZ was launched in September but thanks to C +ICY"
Music,The week in classical: Live from London Christmas; Louis Andriessen premiere +AOIAgACT review,"Amid the blizzard of images crazing our senses this year, one stood out last week: an elite choral ensemble from Oakwood, Alabama +AOIAgACT the Aeolians +AOIAgACT sin +ICY"
Books,"Roddy Doyle on writing The Commitments: 'Whenever I needed a name, I used the phonebook'","I remember the moment when I came up with the name for the older trumpet player, Joey +AOIAgACc-The Lips+AOIAgACd Fagan; it felt like a good night+AOIAgACZ-s work. I remember s +ICY"
Music,Paul McCartney: McCartney III review +AOIAgACT light from the bunker,The song that closes Paul McCartney+AOIAgACZ-s latest solo album transcribes the to-do list of a man living a simpler life. Foxes are scaring the hens and lamb +ICY
Music,Andrew Weatherall remembered by David Holmes,"I+AOIAgACZ-ll start by saying that DJing, remixing and producing were just something that Andrew did. I always looked at him as a much bigger presence. Spendin +ICY"
Music,Dexter Gordon: Montmartre 1964 review +AOIAgACT a genius abroad,"The American tenor saxophonist Dexter Gordon (1923-90) first came to Europe in 1962 for a two-week gig at Ronnie Scott+AOIAgACZ-s, and decided to stay for a wh +ICY"
UK-News,More than 100 public figures call for halt to Osime Brown deportation,"More than 100 public figures, including the former archbishop of Canterbury Rowan Williams and the Labour peer Alf Dubs, have written to the home secr +ICY"
Music,Country superstar Charley Pride dies aged 86,"Summary: The singer Charley Pride, the first black superstar of country music, died on Saturday at the age of 86. His publicist confirmed that Pride died on 12 +ICY"
Books,"Corona, Climate, Chronic Emergency; What Would Nature Do? +AOIAgACT review","Do you remember April? It seems like decades ago, but I remember, amid the dread and claustrophobia of lockdown, an unexpected thrum of hope. Traffic +ICY"
UK-News,UK +AOIAgACY-reneges on vow to reunite child refugees with families+AOIAgACZ,Unaccompanied children in France are being told by the French authorities that they should give up hope of being reunited with family in the UK after +ICY
Books,The best children's books of 2020 for all ages,"As Covid-19 tightened its grip in March, forcing schools, bookshops and libraries to close, so the children+AOIAgACZ-s book world responded in characteristical +ICY"
Music,David Byrne: 'Spike Lee and I have a lot in common',"David Byrne is one of popular culture+AOIAgACZ-s great polymaths: a musician, producer, artist, actor, author, record label owner and film-maker. He was a foun +ICY"
Books,Tome raiders: solving the great book heist,"Everything went exactly to plan. Late on the evening of 29 January 2017, Daniel David and Victor Opariuc parked up and made their way towards the Fron +ICY"
Music,"The Avalanches: We Will Always Love You review +AOIAgACT multilayered, blissed-out psychedelia","It took Melbourne+AOIAgACZ-s Avalanches 16 years to follow up the dazzling cut-and-paste alchemy of their debut, Since I Left You. When it did finally arrive, +ICY"
UK-News,Windrush payments to be fast-tracked and made more generous,"Radical reforms to the Windrush compensation scheme are to be announced by the home secretary, with the aim of making the payments more generous and s +ICY"
Books,"John le Carr+AMMAqQ, author of Tinker Tailor Soldier Spy, dies aged 89","John le Carr+AMMAqQ, who forged thrillers from equal parts of adventure, moral courage and literary flair, has died aged 89. Le Carr+AMMAqQ explored the gap betwe +ICY"
UK-News,'Stockwell Six': two men could have convictions overturned,Two men who were jailed nearly 50 years ago on the word of a corrupt detective could finally have their names cleared. The cases of two members of the +ICY
Books,John le Carr+AMMAqQ obituary,"John le Carr+AMMAqQ, who has died aged 89 of pneumonia, raised the spy novel to a new level of seriousness and respect. He was in his late 20s when he began +ICY"
Music,"The 50 best albums of 2020, No 5: Sault +AOIAgACTAMIAoA-Untitled (Black Is)",In a recent essay for Harper+AOIAgACZ-s magazine the author Garth Greenwell wrote about his problem with creating work that is described as +AOIAgACc-relevant+AOIAgACd. He argu +ICY
Books,'Titan of English literature': tributes flow for John le Carr+AMMAqQ,"Writers, actors and directors have paid tribute to John le Carr+AMMAqQ, the acclaimed author of literary spy novels, following his death from pneumonia aged +ICY"
Books,A World Beneath the Sands by Toby Wilkinson review +AOIAgACT the golden age of Egyptology,"In 1880, a ship from Alexandria moored off 23rd Street, New York City. On board was an obelisk. Nothing proclaimed imperial might quite like a phallic +ICY"
Books,Waves Across the South by Sujit Sivasundaram review +AOIAgACT the age of revolutions reconceived,"In 1826, crowds poured into the Egyptian Hall in Piccadilly to gape at a spoil of war: a Burmese imperial carriage, nearly 14ft long, its spokes silve +ICY"
UK-News,"Tributes to Roberts Buncis, 12, as boy charged with his murder","Summary: A 12-year-old boy who was allegedly murdered two days before his 13th birthday has been described as +AOIAgACc-a popular young man destined for a life of joy, +ICY"
UK-News,Covid: London to enter tier 3 restrictions to curb surge in cases,London and several other areas in the south-east will this week enter the toughest coronavirus restrictions in order to contain a surging number of Co +ICY
Books,John le Carr+AMMAqQ remembered by writers and friends: 'He always had a naughty twinkle in the eye',"John Banville, author We met for lunch one rainy day at the end of last summer, in an excellent but eerily deserted restaurant in Hampstead village. H +ICY"
UK-News,Train missed cars by half a second in Norfolk level crossing error,"A passenger train came within half a second of smashing into two cars at a level crossing in Norfolk after barriers were raised by mistake, an investi +ICY"
UK-News,Grenfell survivors push for French witnesses to testify with embassy stunt,Survivors of the Grenfell disaster have tried to shame the French government into delivering key witnesses to the public inquiry using a truck-mounted +ICY
Music,Jesy Nelson leaves Little Mix to focus on mental health,"Summary: Jesy Nelson has quit Little Mix, the UK pop quartet who have topped the British singles chart four times since forming on The X Factor in 2011. Announ +ICY"
UK-News,England's new Covid variant: should we be worried?,"Public Health England has studied the genetic sequence of the virus and notified the WHO, which is looking into the spread pathway of the new strain i +ICY"
Music,Will Young tells inquest: caring for my brother became too much,"Will Young has described how years spent caring for his twin brother, who struggled with depression and addiction, became too much and he eventually f +ICY"
Music,"The 50  best albums of 2020, No 4: Perfume Genius +AOIAgACTAMIAoA-Set My Heart on Fire Immediately","Every Perfume Genius album marks some kind of transition. When singer Mike Hadreas released his 2010 debut, the intimate, introspective Learning, he e +ICY"
Music,Earliest known Church of England hymn by female composer found,Summary: Another jigsaw piece in the history of female composers has been slotted into place with the discovery of the earliest known Church of England anthem +ICY
UK-News,Esther Dingley: mother of missing British hiker 'distraught',Summary: The mother of the missing hiker Esther Dingley has said she is +AOIAgACc-distraught+AOIAgACd and that it was +AOIAgACc-utterly out of character+AOIAgACd for her daughter to be out of c +ICY
Music,Jesy Nelson: abuse has cruelly silenced one of pop's few unfiltered voices,"I first interviewed Little Mix in 2012, not long after they+AOIAgACZ-d won The X Factor, the first girl band to do so. At that point they had one song to their +ICY"
Music,'All they want is my voice': the real story of 'Mother of the Blues'  Ma Rainey,"When Florene Dawkins helped come to the rescue of a house that once belonged to Ma Rainey, the +AOIAgACc-Mother of the Blues+AOIAgACd, it was boarded up, frequented by +ICY"
Books,Readers on their favourite books of 2020: 'I+AOIAgACZ-ve given it to everyone I know',"Summary: Caste by Isabel Wilkerson In Caste, Wilkerson explains why racism thrives and not just thrives, but is actively institutionalised and why white privil +ICY"
UK-News,Scottish airfield earmarked as post-Brexit lorry park,An old military airfield near the Scottish town of Stranraer has been earmarked as an emergency lorry park in case of major delays at ferry terminals +ICY
UK-News,"Military museum is being dumped on us, say people in Cardiff",Champions of the project say it will tell inspiring stories of how the lives of wounded service personnel have been saved over the centuries and help +ICY
UK-News,New HS2 study urges government to defer eastern leg to Leeds,"The eastern leg of the HS2 high-speed network should be deferred in favour of developing regional rail links across the north, according to a report b +ICY"
Music,Charley Pride obituary,"Summary: A fine baritone voice and friendly, graceful manner ensured that Charley Pride, who has died at the age of 86 from complications related to Covid-19, +ICY"
UK-News,MI6 kept quiet about 'criminality' of agent with +AOIAgACY-licence to kill+AOIAgACZ,MI6 failed to make clear to the foreign secretary that a +AOIAgACc-high risk agent+AOIAgACd operating overseas had probably engaged in +AOIAgACc-serious criminality+AOIAgACd until it w +ICY
UK-News,Tory London mayor candidate criticised over using fake City Hall coat of arms,"The Conservative party+AOIAgACZ-s candidate for London mayor has drawn cross-party condemnation for sending voters letters using fake +AOIAgACc-City Hall+AOIAgACd insignia, the +ICY"
Books,Wollstonecraft by Sylvana Tomaselli review +AOIAgACT trailblazing feminist,"Summary: Reflecting on her career two years before her premature death, Mary Wollstonecraft described herself as one of those who serve as +AOIAgACc-sign-posts, which p +ICY"
Books,'It+AOIAgACZ-s been a rollercoaster': how indie publishers survived - and thrived - in 2020,"Six months ago, independent publishers Jacaranda and Knights Of were warning publicly that their income had fallen to almost zero. They weren+AOIAgACZ-t the on +ICY"
UK-News,'A raging inferno': testimony reveals how deadly cladding ended up on Grenfell Tower,"Summary: After the Grenfell Tower fire in June 2017, the companies that made the cladding reacted with horror. The insulation manufacturer Celotex said it was +ICY"
Books,Elizabeth Wurtzel remembered by Nancy Jo Sales,"My daughter had a dream about our friend Elizabeth Wurtzel the other night. Dreams about someone who has died are not uncommon, as we know. Some say i +ICY"
Books,Simone de Beauvoir's 'remarkable' letters to Violette Leduc sold at auction,"Almost 300 letters, mostly unpublished, from the influential feminist thinker Simone de Beauvoir to the French novelist Violette Leduc, including The +ICY"
Music,Let the music play: classical music and opera in 2020,"When I left the Queen Elizabeth Hall in London after Pierre-Laurent Aimard+AOIAgACZ-s recital on 10 March, I little imagined that it would be the last +AOIAgACc-normal+AOIAgACd +ICY"
Books,Brendan Lehane obituary,"My friend Brendan Lehane, who has died aged 84, was a journalist and author who wrote about the history and natural history of Ireland. Brendan was on +ICY"
UK-News,PC Andrew Harper killers' sentences unchanged after appeal,"The sentences given to the killers of PC Andrew Harper, who was dragged to his death in August 2019, will not be increased after challenges at the cou +ICY"
UK-News,"Air pollution a cause in girl's death, coroner rules in landmark case","A coroner has made legal history by ruling that air pollution was a cause of the death of a nine-year-old girl. Philip Barlow, the inner south London +ICY"
Music,Match made in heaven? Why Taylor Swift is a Brazilian football team+AOIAgACZ-s unofficial mascot,"Name: The Taylor Swift Rule. Age: 14. Appearance: Like hundreds of thousands of screaming Brazilians. Oh no, she is not culturally appropriating again +ICY"
Books,"Kate Grenville, Sofie Laguna, Julia Baird and others: the 20 best Australian books of 2020","1. Lucky+AOIAgACZ-s by Andrew Pippos Picador This novel is a saga in the truest definition of that word, spanning more than 50 years of one Greek-Australian fa +ICY"
UK-News,Home Office criticised over plan to house asylum seekers at Yarl's Wood,"A former immigration removal centre is being expanded to house up to 200 men as they await decisions on asylum claims, it has emerged, triggering accu +ICY"
UK-News,Woman's murder conviction quashed by court of appeal,A woman found guilty of stabbing and killing her partner has had her murder conviction overturned by the court of appeal. Farieissia Martin will now f +ICY
UK-News,"MI6 may have let informants commit crimes in UK, tribunal hears","The intelligence agencies MI6 and GCHQ may have illegally authorised informants to commit serious crimes in the UK, a security tribunal has heard. The +ICY"
UK-News,'On the brink': Covid pressure mounts at hospitals in Northern Ireland,"When ambulances started queueing outside hospitals across Northern Ireland, revealing a health system overwhelmed by Covid-19, Sean Brophy was not sur +ICY"
UK-News,Daughter of Hyde Park bomb victim to appeal ruling on damages,The daughter of a victim of the Provisional IRA+AOIAgACZ-s 1982 Hyde Park bombing will appeal against a high court ruling that she is not entitled to punitive +ICY
UK-News,US set to announce new charges over Lockerbie plane bombing,"US authorities are expected to unseal charges against a Libyan they accuse of being the master bomb-maker behind the Lockerbie bombing, only days befo +ICY"
UK-News,"'Savour the squelch' and stick to paths to protect beauty spots, walkers urged","The pandemic has led to a surge in people venturing out into the great outdoors, and the need for social distancing means walkers give each other a wi +ICY"
UK-News,Police told not to share immigration data of domestic abuse victims,"Summary: Police officers with doubts over the immigration status of domestic abuse victims should not share their data with the Home Office, a groundbreaking i +ICY"
Music,"The 50 best albums of 2020, No 2: Dua Lipa +AOIAgACTAMIAoA-Future Nostalgia","For Dua Lipa, 2020 began with a puddle of tears and it ended the same way. When her second album leaked in April, the singer sobbed her way through an +ICY"
Music,Not a wonderful world: why Louis Armstrong was hated by so many,+AOIAgACc-I cannot think of another American artist who so failed his own talent. What went wrong?+AOIAgACd asked one biographer of Louis Armstrong. +AOIAgACc-The sheer weight +ICY
Books,Paperchase removes card with orphan joke after protest from Lemn Sissay,Summary: Paperchase has removed a card that mocked foster children from sale after the award-winning poet Lemn Sissay accused the chain of +AOIAgACc-punching down+AOIAgACd and +ICY
Books,Alanna Knight obituary,"The popular novelist and crime writer Alanna Knight, who has died aged 97, had a career that extended over 50 years and encompassed more than 60 books +ICY"
UK-News,Black people five times more likely to have force used on them by police,"Black people are five times more likely to have force used against them by police in England and Wales than white people, official figures show. Takin +ICY"
UK-News,Director of Grenfell firm quits after evidence it used outdated fire tests,A director of the company that made combustible insulation used on Grenfell Tower has quit in the wake of evidence the firm used out of date fire test +ICY
Music,"Pop in 2020: an escape into disco, folklore and nostalgia",Pop music has the ability to be more reactive to current events than ever. Advances in technology mean that the famously swift musical responses of ro +ICY
UK-News,Rishi Sunak extends UK furlough scheme by one month to end of April,Rishi Sunak is to extend the furlough scheme for an additional month and has said the government will hold a budget on 3 March to outline the next sta +ICY
UK-News,"Child sexual abuse in schools often an open secret, says inquiry","Summary: People who carry out child sexual abuse in schools often have reputations as perpetrators, with their behaviour frequently an open secret, according t +ICY"
UK-News,Government orders inspection of Liverpool council following arrests,"The government has ordered an emergency inspection of Liverpool city council following the arrest of the mayor, Joe Anderson, and a number of council +ICY"
UK-News,Northern Ireland to enter six-week lockdown from Boxing Day,Summary: Northern Ireland is preparing for a sweeping lockdown and the deployment of paramedics from the Republic of Ireland in an effort to control Covid-19. +ICY
Music,"Fiona Apple on the album of the year, Grammys hypocrisy and how #MeToo helped her get sober",Summary: The album has meant so much to people this year. Did you know you had made something extraordinary? Did finishing it feel different to finishing other +ICY
Music,Guardian albums and tracks of 2020: how our writers voted,"Here+AOIAgACZ-s how our writers voted: favourite choice first. Alexis Petridis, head pop and rock critic Albums Sault +AOIAgACT Untitled (Rise) Sault +AOIAgACT Untitled (Black +ICY"
Books,Collected Stories by Shirley Hazzard review +AOIAgACT trials of love and war,"There is, Shirley Hazzard fans will know, something sublime in hearing the perfect truth, no matter how bad it is. As a child during the second world +ICY"
Music,The 50 best albums of 2020: the full list,"This list is drawn from votes by Guardian music critics +AOIAgACT each critic votes for their top 20 albums, with points allocated for each placing, and those +ICY"
Music,Paul McCartney expects Glastonbury 2021 to be cancelled,"Summary: Paul McCartney, this year+AOIAgACZ-s would-be Glastonbury headliner, does not expect the festival to go ahead in 2021. The former Beatles star told BBC Radio 4 +ICY"
Books,Chris Packham: +AOIAgACY-I read Brave New World at 13 +AOIAgACT I found it terrifying but empowering',"Summary: The book I am currently reading I+AOIAgACZ-ve just finished Dale Vince+AOIAgACZ-s Manifesto. He+AOIAgACZ-s the person behind green energy company Ecotricity, and he+AOIAgACZ-s keen to en +ICY"
UK-News,Northern Ireland Covid lockdown +AOIAgACY-will devastate businesses+AOIAgACZ,"Northern Ireland+AOIAgACZ-s sweeping six-week lockdown will inflict significant job losses and a +AOIAgACc-tsunami+AOIAgACd of bankruptcies, business leaders have warned. Repre +ICY"
UK-News,Covid puts us in the weird position of missing the Christmas songs we hate,"Summary: Monday Along with a lot of other people in New York, we put up our Christmas tree early this year +AOIAgACT the day after Thanksgiving, and three days before +ICY"
Books,David Constantine wins Queen's gold medal for poetry,"The Queen+AOIAgACZ-s gold medal for poetry has been awarded to David Constantine, a +AOIAgACc-long overdue+AOIAgACd prize for a writer praised by the poet laureate, Simon Armit +ICY"
Music,Chinese tech firm increases stake in Universal Music to 20%,The Chinese technology company Tencent has doubled its stake in Universal Music to 20% as the streaming boom drives the world+AOIAgACZ-s largest music company +ICY
Music,Classical highlights: concerts and operas to stream this Christmas,"Royal Opera House Christmas Concert Conducted by Mark Wigglesworth and introduced by Roderick Williams, the ROH presents a selection of numbers from f +ICY"
UK-News,Six Hampshire police officers guilty of misconduct over offensive comments,"Six police officers who were part of an elite unit plagued by racist, homophobic and sexist behaviour have been found guilty of gross misconduct at a +ICY"
UK-News,Fire hazards found at block housing Grenfell Tower survivors,Fire hazards similar to those found at Grenfell Tower have been discovered at a block bought by the Royal Borough of Kensington and Chelsea to house s +ICY
UK-News,Patel attacks Burnham as Greater Manchester's police chief resigns,The home secretary has attacked the mayor of Greater Manchester as the area+AOIAgACZ-s chief constable stepped down after the force was placed in special measu +ICY
UK-News,"'If a smuggler says do it, you do': refugees on trying to rescue their friends from the Channel",Summary: Two asylum seekers who were in the same boat as a Kurdish Iranian family who drowned trying to cross the Channel have spoken out about their frantic a +ICY
Books,Bookish fun on TV and radio to enjoy this Christmas,"Remember when it was a treat that everything was shut, people were hunkered down at home, and slumping in front of the TV was a nice change? Ah well. +ICY"
UK-News,Public health minister resigns over record drug-related deaths in Scotland,Scotland+AOIAgACZ-s public health minister has resigned from the SNP government days after figures revealed the country+AOIAgACZ-s drug-related death toll had risen to +ICY
Books,A Tomb With a View by Peter Ross review +AOIAgACT the glory of graveyards,"On 20 March 2014, two women were walking through Glasnevin cemetery in Dublin after visiting the grave of a family friend when they found the body of +ICY"
Books,The Bookseller's Tale by Martin Latham review +AOIAgACT a literary celebration,"What most people know about the American librarian Melvil Dewey is his phenomenal classification technique, the Dewey decimal system, which is still u +ICY"
Books,Adam Kay: 'We should talk to kids about sex and alcohol. Everything goes wrong when people close up',"Adam Kay is pleased with the title of his new book, Kay+AOIAgACZ-s Anatomy, but he acknowledges that it+AOIAgACZ-s not a joke his target audience is likely to snigger a +ICY"
Music,The week in classical: Fidelio; Cos+AMMArA fan tutte; Owen Wingrave; Cinderella and more,"Beethoven+AOIAgACZ-s 250th birthday finally arrived last week. We shouldn+AOIAgACZ-t mind, for his sake, that so many brilliantly planned celebrations worldwide had to +ICY"
Music,Gorillaz: Song Machine Live from Kong review +AOIAgACT a genre-straddling success story,"Little about 2020 has been straightforward. So there is something perversely logical in the prospect of Gorillaz +AOIAgACT a half-real, half-virtual band who +ICY"
UK-News,Strict Christmas travel ban for Scotland as Wales enters early lockdown,"Summary: There will be a strict travel ban between Scotland and the rest of the UK throughout the festive period, and the five-day Christmas window for indoor +ICY"
Books,Kindred by Rebecca Wragg Sykes review +AOIAgACT a new understanding of humanity,Homo sapiens+AOIAgACZ relationship with our long-lost relatives the Neanderthals has undergone a lot of rethinking since our relatively recent reintroduction +ICY
Music,"My perfect Christmas playlist, by Michael Kiwanuka, Sophie Ellis-Bextor and Tim Burgess","Summary: Michael Kiwanuka 2020 Mercury prize winner and associate of mysterious band of the year Sault It+AOIAgACZ-s been such a good year for my album, but it feels so +ICY"
UK-News,"I've been unfairly targeted, says academic at heart of National Trust 'woke' row",The academic at the centre of an escalating row over the National Trust+AOIAgACZ-s efforts to explore links between its properties and colonialism has warned o +ICY
UK-News,"No need to go to church on Christmas Day, says Justin Welby","Elderly and vulnerable churchgoers should think carefully about the risk to themselves before going to church on Christmas Day, the archbishop of Cant +ICY"
Music,Royal Opera Christmas concert review +AOIAgACT pandemic pyjama party around the tree,"Curious though it may seem, the Royal Opera staged a pyjama party for its Christmas concert, the stream of which went ahead as scheduled, though tier +ICY"
UK-News,Police will fine people leaving Covid tier 4 areas without reason,"Police have said they will fine people for travelling in and out of tier 4 areas without a reasonable excuse, but have admitted they have no intention +ICY"
Music,Jack Harlow: That's What They All Say review +AOIAgACT breezy confessionals,"Summary: Kentucky+AOIAgACZ-s Jack Harlow is one of the most hyped new rappers of this year, with a No 2 single and a Grammy nod for the same song, Whats Poppin. He+AOIAgACZ-s al +ICY"
Books,Katy: a short story by Bryan Washington,"The ask felt abrupt. Noah told me +AOIAgACT over a text, our first in years +AOIAgACT that he and his mother were reopening their bakery, but then he asked if I could +ICY"
UK-News,"Frosty mornings but no white Christmas for UK, forecasters say",Summary: Those dreaming of a white Christmas will be left further disappointed this year after the Met Office forecast no more than frosty conditions for the U +ICY
UK-News,European states ban travel from UK as new Covid strain takes hold,European countries have banned flights and ferries carrying passengers from the UK in a desperate attempt to suppress the spread of a new variant of t +ICY
UK-News,Europe bans travel from the UK over new Covid strain: what we know so far,A growing number of European nations have banned travel from the UK in a bid to stop a mutant strain of coronavirus crossing their borders. This is wh +ICY
UK-News,Researchers win +AMIAow-1m grant to unlock secrets of Viking-era treasure trove,Summary: Researchers in Scotland hope to unlock the secrets of a stunning Viking-age hoard after a receiving a +AMIAow-1m grant to examine the provenance of the 10th +ICY
Books,The cosiest comfort reads to curl up with this Christmas,"Even if you feel you have had more +AOIAgACc-curling up quietly at home+AOIAgACd time than is strictly necessary this year, finding a good Christmas read is still an e +ICY"
Music,The 10 best jazz albums of 2020,10 Pat Metheny +AOIAgACT From This Place Being both a bestselling jazz-fusion superstar and an experimental collaborator with John Zorn and Ornette Coleman ta +ICY
Books,Poem of the week: Towards the End of the Feast by Andrew Greig,Towards the End of the Feast The best way to bear that flaming pud signalling the latter stages of our feast is not Kenneth McKellar+AOIAgACZ-s rictus grin nor +ICY
Music,'It speaks to an ancient history': why South Africa has the world's most exciting dance music,"Many people got their first taste of South African dance music this year via six Angolans dancing in their backyard, dinner plates in hand. Their vira +ICY"
Books,Pioneering fairytale author Madame d'Aulnoy back in print after centuries,"Summary: A story by Madame d+AOIAgACZ-Aulnoy, the 17th-century French writer who coined the term +AOIAgACc-fairytales+AOIAgACd, is to be published in English for the first time in more +ICY"
UK-News,Essex lorry deaths: two found guilty over manslaughter of 39 Vietnamese people,Two people-smugglers have been found guilty of 39 counts of manslaughter for the suffocation of 39 Vietnamese people as they were being shipped in a s +ICY
UK-News,US unveils new charges against suspect in 1988 Lockerbie bombing,A Libyan man accused of being the bomb-maker behind the terrorist attack that blew up Pan Am Flight 103 over the Scottish town of Lockerbie in 1988 ha +ICY
UK-News,How IRA and the Troubles 'industrialised' people smuggling in Ireland,"For as long there has been a border on the island of Ireland, smugglers have exploited the lawless roads stretching from the South Armagh to North Lou +ICY"
Music,Can a trippy VR film bring classical music to a new generation?,Summary: The two huge white trailers that sit between the Royal Palace and the Royal theatre in central Madrid form an unlikely pair of portals to a universe o +ICY
Books,The Knowledge Machine by Michael Strevens review +AOIAgACT how science works,Isaac Newton had a problem. He didn+AOIAgACZ-t believe in the divinity of Christ. Scriptural study had convinced him that Jesus was not equal to but created by +ICY
Books,Children of Ash and Elm by Neil Price review +AOIAgACT the Vikings on their own terms,"Scholars, like Vikings, can be a belligerent crowd. As Neil Price notes in the opening pages of Children of Ash and Elm, the field of Viking studies i +ICY"
Music,The 10 best folk albums of 2020,"10. Wu Fei and Abigail Washburn +AOIAgACT Wu Fei and Abigail Washburn Behold the Banjo Guzheng Pickin+AOIAgACZ Girls, as goes the title of one the many joyous collabo +ICY"
UK-News,N Ireland police chief apologises over handling of Black Lives Matter protests,Northern Ireland+AOIAgACZ-s most senior police officer has apologised over the handling of Black Lives Matter protests in Belfast and Derry during the pandemic +ICY
Books,Lawsuit over 'warmer' Sherlock depicted in Enola Holmes dismissed,"The estate of Arthur Conan Doyle and Netflix have agreed to dismiss a lawsuit brought by the author+AOIAgACZ-s estate, which alleged that the film Enola Holmes +ICY"
Books,Richard Osman becomes first debut author to land Christmas No 1,"Richard Osman+AOIAgACZ-s cosy mystery about a group of elderly sleuths, The Thursday Murder Club, has become the first debut novel ever to become the Christmas +ICY"
UK-News,Lockdown looms for Scotland amid reports more of England will enter tier 4,Nicola Sturgeon has warned MSPs she may have to introduce full lockdown measures across Scotland in the coming days to contain the faster-spreading Co +ICY
UK-News,Four convicted of Milton Keynes murders of two teenagers,Four people have been convicted of murdering two teenagers who were targeted in a +AOIAgACc-ferocious+AOIAgACd ambush at a house party in Milton Keynes. Dom Ansah and +ICY
UK-News,Couple 'have justice for first time' after separate killings of three sons,A couple who have lost three sons to separate killings said they had got justice for the first time after three men were sentenced for a total of 58 y +ICY
UK-News,Flood alerts issued for England and Wales as heavy rain forecast,"Flood alerts have been issued across England and Wales ahead of heavy rain forecast for the run-up to Christmas, as the Met Office issued a weather wa +ICY"
Books,The True History of the First Mrs Meredith  review +AOIAgACT  no longer hidden,"Fifty years ago biography wasn+AOIAgACZ-t much interested in people like Mary Ellen Peacock Meredith. Her life was deemed +AOIAgACc-lesser+AOIAgACd, although of course it didn+AOIAgACZ +ICY"
Books,"The Sound Mirror by Heidi James review  +AOIAgACT an exceptional, intimate voice","Tamara is on her way to kill her mother and she+AOIAgACZ-s bringing her female ancestors with her, a Greek chorus consisting of +AOIAgACc-fragments, un-unified, unstabl +ICY"
Music,The 10 best global albums of 2020,10 Aquiles Navarro and Tcheser Holmes +AOIAgACT Heritage of the Invisible II This is a heavy record in every sense. Aquiles Navarro+AOIAgACZ-s synths are so guttural t +ICY
Books,Top 10 Christmas crime stories,"There is a yearly argument +AOIAgACT online if nowhere else +AOIAgACT as to whether Die Hard, the Bruce-Willis-versus-European-baddies action flick from 1988, is a Ch +ICY"
Books,Alan Bennett+AOIAgACZ-s 2020 diary reveals growing health struggles,Alan Bennett+AOIAgACZ-s annual chronicling of his life for the London Review of Books this year reveals the beloved author in worsening health as he confronts +ICY
UK-News,Tory donor was key shareholder in Grenfell cladding firm Arconic,"A major shareholder in Arconic, the company that made Grenfell Tower+AOIAgACZ-s combustible cladding, donated nearly +AMIAow-25,000 to Boris Johnson and the Conservat +ICY"
